Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,52.0,Patna,Working Professional,Customer Support,3.0,2.0,Less than 5 hours,Moderate,MA,Yes,0.0,1.0,Yes,0
Female,34.0,Faridabad,Working Professional,Teacher,4.0,1.0,More than 8 hours,Unhealthy,B.Ed,Yes,7.0,1.0,Yes,0
Male,26.0,Pune,Student,,,,Less than 5 hours,Moderate,PhD,Yes,11.0,5.0,No,1
Male,56.0,Kanpur,Working Professional,Teacher,4.0,4.0,More than 8 hours,Moderate,M.Ed,Yes,11.0,3.0,Yes,0
Female,45.0,Ghaziabad,Working Professional,Pharmacist,5.0,4.0,Less than 5 hours,Moderate,B.Pharm,Yes,8.0,2.0,Yes,0
Male,45.0,Patna,Working Professional,Researcher,3.0,5.0,Less than 5 hours,Moderate,PhD,Yes,10.0,5.0,No,0
Female,27.0,Faridabad,Working Professional,HR Manager,4.0,1.0,Less than 5 hours,Unhealthy,MA,No,9.0,5.0,No,1
Male,51.0,Nagpur,Working Professional,Teacher,4.0,5.0,5-6 hours,Moderate,M.Tech,No,12.0,5.0,No,0
Female,35.0,Patna,Working Professional,Teacher,2.0,1.0,More than 8 hours,Moderate,B.Ed,Yes,12.0,4.0,Yes,0
Female,49.0,Kolkata,Working Professional,Teacher,2.0,3.0,Less than 5 hours,Unhealthy,MD,Yes,12.0,3.0,Yes,0
Male,33.0,Meerut,Student,,,,5-6 hours,Moderate,B.Tech,No,2.0,4.0,No,0
Female,35.0,Vasai-Virar,Working Professional,Teacher,2.0,4.0,More than 8 hours,Healthy,B.Arch,No,3.0,3.0,No,0
Male,33.0,Pune,Student,,,,Less than 5 hours,Healthy,M.Pharm,No,9.0,3.0,Yes,0
Male,52.0,Mumbai,Working Professional,Teacher,2.0,2.0,5-6 hours,Unhealthy,B.Ed,Yes,0.0,2.0,Yes,0
Male,40.0,Delhi,Working Professional,Doctor,3.0,3.0,Less than 5 hours,Moderate,MD,No,11.0,3.0,Yes,0
Male,56.0,Pune,Working Professional,Teacher,1.0,1.0,More than 8 hours,Moderate,B.Ed,Yes,6.0,2.0,Yes,0
Female,52.0,Ghaziabad,Working Professional,Teacher,3.0,2.0,7-8 hours,Unhealthy,B.Arch,Yes,10.0,2.0,Yes,0
Female,41.0,Ahmedabad,Working Professional,Software Engineer,2.0,1.0,5-6 hours,Unhealthy,M.Sc,No,2.0,2.0,No,0
Female,57.0,Vadodara,Working Professional,Doctor,3.0,1.0,5-6 hours,Unhealthy,MBBS,Yes,12.0,2.0,Yes,0
Female,48.0,Chennai,Working Professional,,4.0,5.0,More than 8 hours,Moderate,Class 12,Yes,0.0,2.0,Yes,0
Male,37.0,Ghaziabad,Working Professional,Chemist,3.0,3.0,Less than 5 hours,Moderate,B.Pharm,No,10.0,5.0,No,0
Male,39.0,Surat,Working Professional,Entrepreneur,4.0,2.0,5-6 hours,Healthy,MBA,No,12.0,5.0,No,0
Male,56.0,Kolkata,Working Professional,Teacher,5.0,5.0,Less than 5 hours,Unhealthy,LLB,Yes,1.0,3.0,Yes,0
Male,25.0,Thane,Student,,,,7-8 hours,Moderate,BHM,No,8.0,4.0,No,1
Male,41.0,Bhopal,Working Professional,Travel Consultant,1.0,5.0,Less than 5 hours,Healthy,MHM,No,1.0,1.0,No,0
Male,18.0,Ahmedabad,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,1.0,3.0,No,1
Female,45.0,Varanasi,Working Professional,Chef,5.0,1.0,7-8 hours,Unhealthy,BHM,Yes,4.0,4.0,No,0
Male,49.0,Delhi,Working Professional,Architect,3.0,2.0,Less than 5 hours,Unhealthy,B.Arch,No,9.0,3.0,No,0
Female,42.0,Agra,Working Professional,Researcher,5.0,3.0,7-8 hours,Moderate,M.Tech,Yes,3.0,1.0,Yes,0
Female,23.0,Faridabad,Working Professional,Researcher,5.0,2.0,More than 8 hours,Unhealthy,B.Tech,No,11.0,3.0,Yes,1
Female,43.0,Pune,Working Professional,Electrician,1.0,5.0,Less than 5 hours,Unhealthy,BCA,No,9.0,2.0,Yes,0
Male,41.0,Ludhiana,Working Professional,Content Writer,1.0,1.0,5-6 hours,Healthy,M.Ed,No,5.0,5.0,No,0
Male,54.0,Chennai,Working Professional,Financial Analyst,3.0,5.0,7-8 hours,Healthy,PhD,Yes,4.0,3.0,Yes,0
Female,45.0,Jaipur,Working Professional,Pilot,4.0,4.0,Less than 5 hours,Healthy,MCA,No,12.0,1.0,Yes,0
Male,48.0,Kanpur,Working Professional,Software Engineer,3.0,3.0,5-6 hours,Moderate,B.Sc,No,0.0,3.0,Yes,0
Female,45.0,Meerut,Working Professional,Architect,3.0,2.0,Less than 5 hours,Healthy,B.Arch,No,9.0,4.0,Yes,0
Male,34.0,Ahmedabad,Working Professional,Judge,5.0,3.0,Less than 5 hours,Unhealthy,LLM,Yes,12.0,1.0,No,1
Male,23.0,Agra,Working Professional,Civil Engineer,5.0,1.0,5-6 hours,Unhealthy,M.Sc,Yes,9.0,5.0,Yes,1
Female,24.0,Delhi,Student,,,,More than 8 hours,Healthy,MBBS,Yes,6.0,4.0,Yes,1
Male,22.0,Srinagar,Student,,,,More than 8 hours,Moderate,BHM,No,9.0,1.0,No,0
Female,49.0,Srinagar,Working Professional,Content Writer,3.0,2.0,7-8 hours,Healthy,M.Ed,No,6.0,3.0,No,0
Female,31.0,Thane,Working Professional,Pharmacist,4.0,3.0,Less than 5 hours,Moderate,MD,No,2.0,2.0,No,0
Male,36.0,Agra,Working Professional,Consultant,1.0,3.0,7-8 hours,Moderate,MCA,Yes,2.0,2.0,Yes,0
Female,25.0,Agra,Student,,,,Less than 5 hours,Unhealthy,MCA,No,0.0,4.0,Yes,0
Female,49.0,Visakhapatnam,Working Professional,Teacher,2.0,4.0,Less than 5 hours,Healthy,B.Ed,Yes,12.0,2.0,No,0
Male,39.0,Kalyan,Working Professional,Doctor,5.0,4.0,More than 8 hours,Unhealthy,MD,No,1.0,1.0,No,0
Female,46.0,Ludhiana,Working Professional,Teacher,2.0,1.0,5-6 hours,Unhealthy,B.Pharm,No,4.0,3.0,Yes,0
Female,46.0,Kanpur,Working Professional,UX/UI Designer,4.0,1.0,Less than 5 hours,Unhealthy,PhD,No,1.0,2.0,Yes,0
Male,30.0,Chennai,Student,,,,More than 8 hours,Moderate,PhD,No,3.0,1.0,Yes,0
Female,35.0,Vadodara,Working Professional,Pharmacist,2.0,1.0,More than 8 hours,Moderate,B.Pharm,No,5.0,2.0,Yes,0
Male,29.0,Ghaziabad,Student,,,,5-6 hours,Healthy,B.Pharm,Yes,10.0,4.0,Yes,0
Female,45.0,Rajkot,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Moderate,B.Arch,Yes,7.0,2.0,Yes,0
Male,40.0,Hyderabad,Working Professional,Doctor,2.0,2.0,7-8 hours,Healthy,M.Pharm,No,11.0,5.0,No,0
Female,58.0,Varanasi,Working Professional,Educational Consultant,3.0,4.0,Less than 5 hours,Unhealthy,B.Ed,Yes,3.0,1.0,Yes,0
Male,29.0,Patna,Student,,,,7-8 hours,Moderate,B.Pharm,Yes,10.0,1.0,Yes,1
Male,38.0,Bhopal,Working Professional,Data Scientist,5.0,5.0,Less than 5 hours,Unhealthy,PhD,Yes,4.0,2.0,Yes,0
Male,23.0,Hyderabad,Student,,,,5-6 hours,Healthy,MBA,Yes,7.0,2.0,No,1
Male,29.0,Ahmedabad,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Moderate,B.Arch,Yes,12.0,5.0,No,1
Male,41.0,Thane,Working Professional,Plumber,2.0,5.0,Less than 5 hours,Moderate,B.Sc,No,10.0,3.0,Yes,0
Male,59.0,Pune,Working Professional,Teacher,3.0,5.0,Less than 5 hours,Unhealthy,BBA,Yes,11.0,1.0,Yes,0
Male,45.0,Hyderabad,Working Professional,Teacher,3.0,5.0,7-8 hours,Moderate,M.Ed,Yes,6.0,1.0,No,0
Male,52.0,Agra,Working Professional,Business Analyst,5.0,2.0,5-6 hours,Healthy,M.Com,No,7.0,4.0,Yes,0
Male,47.0,Lucknow,Working Professional,Digital Marketer,3.0,2.0,Less than 5 hours,Moderate,M.Com,No,5.0,1.0,Yes,0
Female,54.0,Chennai,Working Professional,,2.0,4.0,5-6 hours,Moderate,Class 12,Yes,2.0,2.0,Yes,0
Male,40.0,Kalyan,Working Professional,Teacher,4.0,5.0,7-8 hours,Healthy,B.Ed,No,11.0,5.0,Yes,0
Male,21.0,Pune,Student,,,,7-8 hours,Unhealthy,M.Com,Yes,5.0,5.0,No,1
Female,25.0,Rajkot,Working Professional,Digital Marketer,2.0,4.0,Less than 5 hours,Moderate,B.Com,No,9.0,3.0,No,0
Male,47.0,Ludhiana,Working Professional,Pharmacist,1.0,3.0,7-8 hours,Healthy,M.Pharm,Yes,1.0,4.0,Yes,0
Female,43.0,Srinagar,Working Professional,Teacher,3.0,3.0,7-8 hours,Unhealthy,M.Ed,Yes,3.0,5.0,No,0
Male,40.0,Ludhiana,Working Professional,Chef,1.0,5.0,Less than 5 hours,Moderate,MHM,No,10.0,5.0,No,0
Female,33.0,Meerut,Working Professional,UX/UI Designer,4.0,2.0,More than 8 hours,Healthy,M.Tech,Yes,10.0,5.0,No,0
Male,54.0,Visakhapatnam,Working Professional,Customer Support,2.0,1.0,Less than 5 hours,Unhealthy,BA,Yes,7.0,4.0,No,0
Female,45.0,Chennai,Working Professional,Pharmacist,1.0,5.0,5-6 hours,Healthy,B.Pharm,Yes,0.0,2.0,Yes,0
Male,38.0,Ludhiana,Working Professional,,3.0,4.0,5-6 hours,Moderate,BCA,No,11.0,1.0,No,0
Male,44.0,Bhopal,Working Professional,Doctor,1.0,1.0,Less than 5 hours,Unhealthy,MD,Yes,4.0,5.0,Yes,0
Male,32.0,Agra,Student,,,,More than 8 hours,Unhealthy,M.Tech,Yes,10.0,1.0,Yes,0
Male,44.0,Bhopal,Working Professional,Investment Banker,4.0,5.0,5-6 hours,Unhealthy,BBA,No,0.0,4.0,Yes,0
Male,52.0,Kolkata,Working Professional,Travel Consultant,3.0,2.0,More than 8 hours,Healthy,BHM,Yes,0.0,1.0,No,0
Male,54.0,Patna,Working Professional,Teacher,5.0,4.0,More than 8 hours,Unhealthy,B.Ed,No,0.0,3.0,No,0
Male,43.0,Bangalore,Working Professional,Electrician,3.0,5.0,7-8 hours,Healthy,MCA,No,9.0,5.0,Yes,0
Male,25.0,Chennai,Working Professional,Doctor,4.0,2.0,Less than 5 hours,Unhealthy,B.Pharm,Yes,12.0,3.0,Yes,1
Male,56.0,Meerut,Working Professional,Financial Analyst,2.0,1.0,Less than 5 hours,Moderate,MBA,No,0.0,1.0,Yes,0
Male,56.0,Kanpur,Working Professional,Educational Consultant,2.0,3.0,More than 8 hours,Moderate,M.Ed,No,1.0,3.0,No,0
Female,28.0,Lucknow,Working Professional,Marketing Manager,4.0,4.0,7-8 hours,Moderate,B.Com,No,7.0,5.0,Yes,1
Female,57.0,Kanpur,Working Professional,Researcher,1.0,3.0,More than 8 hours,Healthy,PhD,No,5.0,3.0,No,0
Female,28.0,Vasai-Virar,Student,,,,5-6 hours,Moderate,BCA,Yes,4.0,5.0,Yes,1
Male,38.0,Pune,Working Professional,Travel Consultant,2.0,2.0,7-8 hours,Healthy,MHM,No,5.0,5.0,No,0
Male,24.0,Lucknow,Working Professional,Teacher,2.0,3.0,7-8 hours,Moderate,B.Arch,No,9.0,4.0,Yes,0
Female,50.0,Nashik,Working Professional,Chef,5.0,5.0,More than 8 hours,Unhealthy,BHM,Yes,6.0,4.0,No,0
Female,59.0,Bhopal,Working Professional,Customer Support,4.0,5.0,7-8 hours,Healthy,BA,No,6.0,5.0,Yes,0
Male,23.0,Bangalore,Working Professional,Data Scientist,5.0,5.0,5-6 hours,Healthy,BE,Yes,7.0,3.0,Yes,0
Female,39.0,Kalyan,Working Professional,Pharmacist,1.0,1.0,More than 8 hours,Healthy,MBBS,No,2.0,4.0,Yes,0
Male,23.0,Nashik,Student,,,,7-8 hours,Moderate,B.Tech,Yes,8.0,5.0,No,1
Female,51.0,Rajkot,Working Professional,HR Manager,2.0,1.0,5-6 hours,Healthy,BBA,Yes,9.0,4.0,Yes,0
Male,57.0,Pune,Working Professional,Teacher,1.0,5.0,7-8 hours,Moderate,B.Ed,No,11.0,4.0,Yes,0
Male,57.0,Agra,Working Professional,Data Scientist,5.0,5.0,7-8 hours,Healthy,M.Sc,No,3.0,2.0,Yes,0
Male,54.0,Patna,Working Professional,Pilot,1.0,4.0,More than 8 hours,Moderate,BE,No,5.0,3.0,Yes,0
Female,27.0,Ahmedabad,Student,,,,More than 8 hours,Healthy,B.Com,Yes,11.0,3.0,Yes,0
Male,25.0,Jaipur,Student,,,,More than 8 hours,Moderate,MA,Yes,7.0,4.0,No,0
Female,47.0,Thane,Working Professional,Civil Engineer,1.0,2.0,More than 8 hours,Moderate,B.Tech,Yes,2.0,1.0,No,0
Male,45.0,Thane,Working Professional,Civil Engineer,5.0,5.0,Less than 5 hours,Moderate,M.Sc,No,11.0,5.0,Yes,0
Female,20.0,Kalyan,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,2.0,2.0,No,1
Female,21.0,Faridabad,Working Professional,Accountant,1.0,4.0,More than 8 hours,Healthy,B.Com,No,8.0,1.0,Yes,0
Male,57.0,Pune,Working Professional,,1.0,4.0,5-6 hours,Moderate,Class 12,Yes,3.0,3.0,No,0
Female,54.0,Jaipur,Working Professional,HR Manager,5.0,1.0,7-8 hours,Unhealthy,M.Tech,Yes,4.0,5.0,No,0
Female,44.0,Patna,Working Professional,Chef,4.0,3.0,Less than 5 hours,Healthy,BHM,No,3.0,4.0,No,0
Female,49.0,Lucknow,Working Professional,Content Writer,4.0,4.0,Less than 5 hours,Healthy,B.Sc,Yes,0.0,1.0,No,0
Male,27.0,Ghaziabad,Student,,,,Less than 5 hours,Unhealthy,M.Pharm,Yes,8.0,5.0,No,1
Male,23.0,Meerut,Student,,,,5-6 hours,Healthy,B.Com,Yes,2.0,2.0,Yes,1
Female,50.0,Kalyan,Working Professional,,3.0,4.0,7-8 hours,Moderate,Class 12,No,1.0,2.0,No,0
Male,51.0,Agra,Working Professional,Chemist,5.0,2.0,More than 8 hours,Healthy,MD,No,7.0,1.0,No,0
Female,40.0,Ludhiana,Working Professional,Judge,1.0,2.0,5-6 hours,Moderate,LLB,No,8.0,3.0,Yes,0
Male,31.0,Mumbai,Working Professional,Software Engineer,2.0,3.0,7-8 hours,Unhealthy,B.Sc,No,1.0,3.0,No,0
Male,24.0,Srinagar,Working Professional,Pilot,3.0,1.0,7-8 hours,Moderate,M.Tech,Yes,8.0,4.0,No,0
Male,28.0,Lucknow,Working Professional,Judge,4.0,4.0,7-8 hours,Unhealthy,LLM,Yes,10.0,4.0,Yes,1
Male,56.0,Srinagar,Working Professional,Teacher,3.0,3.0,7-8 hours,Healthy,M.Ed,Yes,9.0,1.0,Yes,0
Male,47.0,Bangalore,Working Professional,Pharmacist,5.0,4.0,Less than 5 hours,Healthy,MD,No,7.0,3.0,No,0
Female,60.0,Pune,Working Professional,Doctor,1.0,5.0,5-6 hours,Unhealthy,MBBS,Yes,7.0,5.0,No,0
Male,56.0,Delhi,Working Professional,Pharmacist,1.0,5.0,7-8 hours,Healthy,B.Pharm,No,11.0,5.0,Yes,0
Male,19.0,Bangalore,Working Professional,,5.0,1.0,More than 8 hours,Unhealthy,Class 12,Yes,10.0,3.0,No,1
Male,25.0,Visakhapatnam,Student,,,,5-6 hours,Moderate,B.Ed,Yes,6.0,4.0,Yes,1
Female,35.0,Hyderabad,Working Professional,Accountant,4.0,1.0,More than 8 hours,Moderate,B.Com,Yes,5.0,4.0,No,1
Female,38.0,Varanasi,Working Professional,HR Manager,3.0,1.0,5-6 hours,Moderate,BE,No,7.0,2.0,No,0
Female,41.0,Lucknow,Working Professional,Teacher,4.0,3.0,More than 8 hours,Unhealthy,B.Ed,Yes,2.0,5.0,Yes,0
Male,50.0,Patna,Working Professional,,3.0,5.0,Less than 5 hours,Moderate,Class 12,Yes,12.0,5.0,No,0
Female,53.0,Bangalore,Working Professional,HR Manager,5.0,2.0,Less than 5 hours,Unhealthy,BCA,No,11.0,4.0,No,0
Female,19.0,Chennai,Working Professional,,5.0,5.0,More than 8 hours,Unhealthy,Class 12,No,10.0,2.0,Yes,1
Female,23.0,Visakhapatnam,Student,,,,More than 8 hours,Unhealthy,M.Sc,No,2.0,2.0,Yes,0
Male,40.0,Pune,Working Professional,Teacher,2.0,1.0,7-8 hours,Moderate,B.Tech,No,3.0,2.0,No,0
Male,59.0,Nagpur,Working Professional,Chemist,4.0,2.0,Less than 5 hours,Healthy,MBBS,No,9.0,2.0,No,0
Female,51.0,Ahmedabad,Working Professional,Doctor,4.0,3.0,More than 8 hours,Healthy,M.Pharm,No,9.0,1.0,No,0
Male,49.0,Lucknow,Working Professional,Teacher,4.0,2.0,7-8 hours,Unhealthy,LLM,Yes,9.0,3.0,No,0
Female,29.0,Rajkot,Student,,,,7-8 hours,Moderate,B.Ed,No,4.0,5.0,Yes,0
Male,27.0,Indore,Student,,,,5-6 hours,Unhealthy,MD,No,9.0,1.0,No,0
Male,58.0,Mumbai,Working Professional,Sales Executive,2.0,1.0,More than 8 hours,Healthy,M.Com,No,2.0,4.0,Yes,0
Male,39.0,Delhi,Working Professional,Digital Marketer,2.0,5.0,More than 8 hours,Healthy,B.Com,No,2.0,4.0,No,0
Male,54.0,Patna,Working Professional,Plumber,3.0,1.0,Less than 5 hours,Healthy,BE,No,0.0,4.0,No,0
Male,41.0,Hyderabad,Working Professional,Data Scientist,3.0,2.0,7-8 hours,Moderate,B.Sc,No,10.0,2.0,Yes,0
Male,53.0,Varanasi,Working Professional,Teacher,4.0,3.0,7-8 hours,Healthy,LLM,No,4.0,2.0,No,0
Male,24.0,Jaipur,Student,,,,5-6 hours,Moderate,B.Arch,Yes,7.0,5.0,No,1
Female,38.0,Kolkata,Working Professional,Architect,2.0,3.0,Less than 5 hours,Moderate,B.Arch,No,11.0,1.0,No,0
Male,22.0,Vasai-Virar,Working Professional,Teacher,5.0,1.0,Less than 5 hours,Unhealthy,MBA,Yes,4.0,5.0,No,1
Male,42.0,Vasai-Virar,Working Professional,Judge,1.0,4.0,7-8 hours,Unhealthy,LLM,No,7.0,1.0,Yes,0
Male,40.0,Pune,Working Professional,Consultant,2.0,1.0,Less than 5 hours,Healthy,M.Sc,Yes,5.0,3.0,Yes,0
Male,54.0,Faridabad,Working Professional,Teacher,5.0,4.0,5-6 hours,Moderate,M.Pharm,No,8.0,4.0,Yes,0
Male,54.0,Patna,Working Professional,Content Writer,5.0,3.0,Less than 5 hours,Healthy,B.Ed,No,12.0,2.0,Yes,0
Male,58.0,Meerut,Working Professional,Digital Marketer,5.0,4.0,5-6 hours,Healthy,B.Com,No,4.0,1.0,No,0
Male,55.0,Varanasi,Working Professional,Business Analyst,1.0,1.0,5-6 hours,Healthy,BCA,Yes,3.0,4.0,No,0
Male,32.0,Patna,Student,,,,7-8 hours,Moderate,B.Ed,Yes,10.0,4.0,Yes,1
Male,39.0,Ludhiana,Working Professional,Civil Engineer,1.0,4.0,5-6 hours,Healthy,BCA,No,6.0,2.0,No,0
Male,57.0,Ahmedabad,Working Professional,HR Manager,2.0,1.0,7-8 hours,Unhealthy,MBA,No,0.0,2.0,Yes,0
Male,56.0,Nashik,Working Professional,Teacher,3.0,2.0,More than 8 hours,Healthy,LLB,No,12.0,5.0,Yes,0
Female,49.0,Surat,Working Professional,Teacher,5.0,2.0,More than 8 hours,Healthy,M.Ed,No,2.0,5.0,Yes,0
Male,59.0,Vasai-Virar,Working Professional,Teacher,4.0,5.0,Less than 5 hours,Unhealthy,M.Com,No,10.0,3.0,No,0
Female,51.0,Varanasi,Working Professional,Content Writer,1.0,3.0,More than 8 hours,Moderate,M.Ed,No,4.0,3.0,No,0
Male,39.0,Ludhiana,Working Professional,Consultant,1.0,2.0,More than 8 hours,Healthy,B.Sc,Yes,11.0,1.0,Yes,0
Female,47.0,Agra,Working Professional,Doctor,5.0,2.0,7-8 hours,Moderate,B.Pharm,Yes,5.0,5.0,Yes,0
Male,24.0,Patna,Student,,,,7-8 hours,Moderate,M.Sc,Yes,8.0,5.0,Yes,1
Male,37.0,Mumbai,Working Professional,Teacher,2.0,1.0,Less than 5 hours,Unhealthy,BBA,Yes,3.0,2.0,No,0
Female,39.0,Hyderabad,Working Professional,Teacher,1.0,5.0,Less than 5 hours,Unhealthy,B.Ed,No,12.0,2.0,Yes,0
Male,48.0,Nagpur,Working Professional,Chef,2.0,3.0,7-8 hours,Healthy,BHM,No,7.0,3.0,No,0
Female,21.0,Lucknow,Student,,,,More than 8 hours,Moderate,B.Arch,Yes,12.0,2.0,Yes,1
Female,46.0,Chennai,Working Professional,Researcher,5.0,3.0,5-6 hours,Moderate,BCA,Yes,11.0,2.0,No,0
Male,43.0,Patna,Working Professional,Pharmacist,5.0,3.0,Less than 5 hours,Moderate,B.Pharm,No,9.0,1.0,Yes,0
Male,32.0,Hyderabad,Student,,,,7-8 hours,Unhealthy,LLB,Yes,4.0,5.0,No,1
Male,32.0,Kanpur,Working Professional,Architect,5.0,1.0,5-6 hours,Healthy,B.Arch,Yes,4.0,3.0,No,0
Male,54.0,Ludhiana,Working Professional,Accountant,4.0,3.0,More than 8 hours,Moderate,B.Com,Yes,4.0,3.0,Yes,0
Female,45.0,Varanasi,Working Professional,Teacher,5.0,4.0,Less than 5 hours,Unhealthy,LLM,No,6.0,1.0,Yes,0
Male,53.0,Thane,Working Professional,Chemist,5.0,2.0,7-8 hours,Unhealthy,M.Pharm,No,11.0,2.0,Yes,0
Female,59.0,Delhi,Working Professional,Chef,2.0,1.0,Less than 5 hours,Moderate,BHM,No,11.0,4.0,No,0
Female,35.0,Jaipur,Working Professional,UX/UI Designer,1.0,2.0,Less than 5 hours,Healthy,BCA,No,5.0,5.0,No,0
Male,51.0,Pune,Working Professional,,1.0,1.0,7-8 hours,Healthy,Class 12,No,5.0,2.0,Yes,0
Male,46.0,Mumbai,Working Professional,Teacher,3.0,1.0,7-8 hours,Moderate,B.Ed,No,9.0,4.0,No,0
Female,24.0,Faridabad,Student,,,,7-8 hours,Unhealthy,M.Com,Yes,11.0,5.0,No,1
Male,25.0,Jaipur,Working Professional,Architect,1.0,1.0,5-6 hours,Moderate,B.Arch,Yes,4.0,1.0,Yes,0
Male,45.0,Rajkot,Working Professional,Teacher,2.0,3.0,7-8 hours,Healthy,LLB,Yes,8.0,5.0,No,0
Male,45.0,Srinagar,Working Professional,Teacher,4.0,3.0,Less than 5 hours,Moderate,MD,Yes,11.0,1.0,Yes,0
Female,56.0,Faridabad,Working Professional,,4.0,2.0,5-6 hours,Healthy,Class 12,Yes,9.0,2.0,Yes,0
Male,35.0,Mumbai,Working Professional,Electrician,3.0,1.0,7-8 hours,Moderate,M.Tech,Yes,7.0,3.0,No,0
Female,28.0,Varanasi,Student,,,,5-6 hours,Unhealthy,PhD,Yes,10.0,5.0,Yes,1
Male,50.0,Indore,Working Professional,Electrician,2.0,1.0,5-6 hours,Healthy,PhD,No,7.0,1.0,No,0
Male,24.0,Pune,Working Professional,Pilot,4.0,2.0,7-8 hours,Unhealthy,BCA,Yes,4.0,5.0,No,1
Male,58.0,Meerut,Working Professional,Researcher,4.0,4.0,Less than 5 hours,Unhealthy,B.Tech,Yes,6.0,4.0,No,0
Female,59.0,Kanpur,Working Professional,Accountant,5.0,1.0,7-8 hours,Healthy,B.Com,Yes,12.0,1.0,Yes,0
Female,36.0,Ahmedabad,Working Professional,Teacher,5.0,3.0,5-6 hours,Unhealthy,LLB,Yes,7.0,5.0,Yes,0
Male,49.0,Kalyan,Working Professional,HR Manager,3.0,1.0,5-6 hours,Healthy,MBA,No,7.0,3.0,No,0
Female,27.0,Lucknow,Student,,,,7-8 hours,Moderate,B.Ed,Yes,12.0,3.0,Yes,1
Male,34.0,Delhi,Working Professional,Teacher,1.0,2.0,Less than 5 hours,Healthy,B.Ed,Yes,11.0,1.0,No,0
Male,41.0,Varanasi,Working Professional,Teacher,2.0,1.0,7-8 hours,Healthy,B.Com,No,3.0,1.0,No,0
Male,38.0,Ludhiana,Working Professional,Entrepreneur,3.0,2.0,More than 8 hours,Unhealthy,MCA,No,0.0,2.0,Yes,0
Male,35.0,Patna,Working Professional,Chemist,5.0,4.0,More than 8 hours,Moderate,M.Pharm,No,7.0,1.0,No,0
Male,37.0,Hyderabad,Working Professional,Doctor,1.0,2.0,7-8 hours,Unhealthy,MBBS,Yes,6.0,5.0,No,0
Male,38.0,Bangalore,Working Professional,Teacher,3.0,4.0,5-6 hours,Unhealthy,MBA,Yes,4.0,1.0,No,0
Male,46.0,Kolkata,Working Professional,Consultant,2.0,2.0,Less than 5 hours,Moderate,PhD,Yes,2.0,3.0,Yes,0
Male,51.0,Kanpur,Working Professional,HR Manager,3.0,4.0,7-8 hours,Unhealthy,PhD,No,0.0,3.0,No,0
Male,46.0,Surat,Working Professional,Chemist,3.0,3.0,5-6 hours,Healthy,MD,No,12.0,1.0,Yes,0
Male,21.0,Ahmedabad,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Healthy,MBBS,Yes,11.0,5.0,No,1
Female,58.0,Visakhapatnam,Working Professional,Business Analyst,3.0,3.0,More than 8 hours,Unhealthy,M.Tech,Yes,9.0,4.0,Yes,0
Male,42.0,Agra,Working Professional,Manager,2.0,2.0,Less than 5 hours,Moderate,BHM,No,10.0,2.0,Yes,0
Male,49.0,Patna,Working Professional,Sales Executive,2.0,4.0,7-8 hours,Moderate,B.Com,No,6.0,2.0,No,0
Male,19.0,Vasai-Virar,Student,,,,Less than 5 hours,Unhealthy,Class 12,Yes,10.0,5.0,No,1
Male,55.0,Srinagar,Working Professional,Teacher,2.0,1.0,5-6 hours,Unhealthy,M.Pharm,Yes,1.0,5.0,Yes,0
Male,51.0,Kalyan,Working Professional,Teacher,1.0,1.0,More than 8 hours,Unhealthy,M.Tech,No,10.0,1.0,No,0
Male,48.0,Ahmedabad,Working Professional,Entrepreneur,3.0,5.0,More than 8 hours,Unhealthy,B.Tech,No,6.0,1.0,No,0
Male,32.0,Varanasi,Working Professional,Architect,5.0,5.0,More than 8 hours,Moderate,B.Arch,No,8.0,2.0,No,0
Male,59.0,Ghaziabad,Working Professional,,5.0,5.0,7-8 hours,Healthy,Class 12,No,3.0,3.0,Yes,0
Female,24.0,Faridabad,Working Professional,Doctor,4.0,2.0,Less than 5 hours,Healthy,MBBS,Yes,11.0,5.0,No,1
Male,38.0,Delhi,Working Professional,Content Writer,4.0,5.0,7-8 hours,Unhealthy,B.Ed,Yes,11.0,5.0,Yes,0
Male,38.0,Indore,Working Professional,Pharmacist,4.0,5.0,7-8 hours,Unhealthy,B.Pharm,No,9.0,2.0,No,0
Female,44.0,Bhopal,Working Professional,HR Manager,1.0,3.0,More than 8 hours,Healthy,MA,Yes,7.0,2.0,Yes,0
Female,20.0,Indore,Working Professional,,3.0,4.0,More than 8 hours,Unhealthy,Class 12,Yes,11.0,2.0,No,0
Female,19.0,Rajkot,Working Professional,,4.0,2.0,Less than 5 hours,Moderate,Class 12,Yes,4.0,3.0,No,1
Male,56.0,Meerut,Working Professional,Educational Consultant,5.0,4.0,5-6 hours,Healthy,B.Ed,No,5.0,5.0,No,0
Male,21.0,Nagpur,Working Professional,,5.0,4.0,Less than 5 hours,Unhealthy,Class 12,Yes,11.0,1.0,No,1
Female,56.0,Bangalore,Working Professional,Software Engineer,1.0,2.0,More than 8 hours,Unhealthy,BCA,No,8.0,5.0,No,0
